tag,dataset,seed,features,balance,model,family,n_features,n_train,n_train_used,n_val,svm_cap,epochs_run,max_epochs,train_seconds,predict_seconds,load_seconds,total_seconds,finished_utc,host,accuracy,balanced_accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_test,pos_rate,f1_consistency_error
CIC-IDS2017__imbalanced__top20__CNN__seed42,CIC-IDS2017,42,top20,imbalanced,CNN,DL,20,1587663,1587663,176407,,157.0,200,638.9229385852814,0.7956175804138184,2.9301910400390625,639.7185561656952,2026-09-01T03:54:16.621631+00:00,gpu1.nitsri.ac.in,0.9984167315890486,0.9962676639759165,0.9975925984202411,0.9930223269873838,0.9953022162393397,0.9980879454052827,0.9962676639759165,0.9971750733106683,0.9943539432633502,0.9999418966730216,0.999756735091911,628032,306,891,126802,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__CNN__seed43,CIC-IDS2017,43,top20,imbalanced,CNN,DL,20,1587663,1587663,176407,,59.0,200,237.61400413513184,0.7778308391571045,2.9287102222442627,238.39183497428894,2026-09-01T08:05:42.540519+00:00,gpu1.nitsri.ac.in,0.9969154703973779,0.9935331114298265,0.9932792419866372,0.9884253639588702,0.9908463585621089,0.9954646692474262,0.9935331114298265,0.9944957952040641,0.9889958944651531,0.9998944191546741,0.999517881729347,627484,854,1478,126215,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__CNN__seed44,CIC-IDS2017,44,top20,imbalanced,CNN,DL,20,1587663,1587663,176407,,88.0,200,366.79591488838196,0.7762682437896729,2.8905563354492188,367.57218313217163,2026-09-01T11:11:11.318680+00:00,gpu1.nitsri.ac.in,0.9967382289879648,0.9925185925353712,0.9944953838620766,0.9861464606517194,0.9903033258098256,0.995842407617157,0.9925185925353712,0.9941713393424823,0.9883554112139054,0.9998293538107927,0.9993277848300764,627641,697,1769,125924,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__CNN__seed45,CIC-IDS2017,45,top20,imbalanced,CNN,DL,20,1587663,1587663,176407,,91.0,200,364.3424062728882,0.7775595188140869,2.992987632751465,365.11996579170227,2026-09-01T14:20:12.085423+00:00,gpu1.nitsri.ac.in,0.996763360232583,0.9927521041818941,0.9940982468321472,0.9866946504506904,0.9903826124550474,0.9956991872182377,0.9927521041818941,0.9942184422543425,0.9884468980032084,0.9998849053384027,0.9994805805404311,627590,748,1699,125994,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__CNN__seed46,CIC-IDS2017,46,top20,imbalanced,CNN,DL,20,1587663,1587663,176407,,53.0,200,214.83692121505737,0.777193546295166,2.970973253250122,215.61411476135254,2026-09-01T17:31:35.565534+00:00,gpu1.nitsri.ac.in,0.9970530308942358,0.9941712100985052,0.9927113359147351,0.9898193323048249,0.9912632247641306,0.9953218049680721,0.9941712100985052,0.9947454091503669,0.9894923461032892,0.9998403031902561,0.9993084001009112,627410,928,1300,126393,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__DT__seed42,CIC-IDS2017,42,top20,imbalanced,DT,ML,20,1587663,1587663,176407,,,200,14.831980228424072,0.035083770751953125,2.9301910400390625,14.867063999176025,2026-09-01T03:15:50.442044+00:00,gpu1.nitsri.ac.in,0.9990979205879124,0.9984339740932757,0.9972282902308975,0.9974313392276789,0.9973298043944685,0.9983531282957796,0.9984339740932757,0.9983935458131974,0.9967870991105001,0.9986932411379964,0.9955704906776783,627984,354,328,127365,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__DT__seed43,CIC-IDS2017,43,top20,imbalanced,DT,ML,20,1587663,1587663,176407,,,200,15.427483081817627,0.03298664093017578,2.9287102222442627,15.460469722747803,2026-09-01T07:40:33.729906+00:00,gpu1.nitsri.ac.in,0.9990754347374645,0.9984079667768355,0.9971267067518477,0.9974000140963091,0.9972633416986074,0.9982991496398284,0.9984079667768355,0.9983535484579444,0.996707110476519,0.9984228840010377,0.9950239553203465,627971,367,332,127361,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__DT__seed44,CIC-IDS2017,44,top20,imbalanced,DT,ML,20,1587663,1587663,176407,,,200,18.734681844711304,0.035017967224121094,2.8905563354492188,18.769699811935425,2026-09-01T10:44:29.037512+00:00,gpu1.nitsri.ac.in,0.9982408128767206,0.9965455758558557,0.9955917073897731,0.9939855747770042,0.9947879927894036,0.9971849179449629,0.9965455758558557,0.9968649093364099,0.9937302881322033,0.9971064336121253,0.9917335976015297,627776,562,768,126925,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__DT__seed45,CIC-IDS2017,45,top20,imbalanced,DT,ML,20,1587663,1587663,176407,,,200,15.271133184432983,0.03429913520812988,2.992987632751465,15.305432319641113,2026-09-01T13:45:24.066669+00:00,gpu1.nitsri.ac.in,0.9981707099312065,0.9966344365400284,0.9948520654422366,0.9943144886563868,0.9945832044086371,0.9968483816128397,0.9966344365400284,0.9967413712505451,0.9934827951164885,0.9970897396554549,0.9911905824505377,627681,657,726,126967,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__DT__seed46,CIC-IDS2017,46,top20,imbalanced,DT,ML,20,1587663,1587663,176407,,,200,17.735761404037476,0.033702850341796875,2.970973253250122,17.769464254379272,2026-09-01T16:58:29.090704+00:00,gpu1.nitsri.ac.in,0.9990238495511428,0.9983176545886706,0.996970147734657,0.9972512197223027,0.9971106639208839,0.9982057495933329,0.9983176545886706,0.9982616917770959,0.9965233978987953,0.9983262548936221,0.9947464455162297,627951,387,351,127342,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__GNB__seed42,CIC-IDS2017,42,top20,imbalanced,GNB,ML,20,1587663,1587663,176407,,,200,0.20313334465026855,0.04957747459411621,2.9301910400390625,0.25271081924438477,2026-09-01T03:16:11.821009+00:00,gpu1.nitsri.ac.in,0.25061670751596166,0.5451001357840459,0.18273943606989704,0.9898036697391399,0.3085194284661172,0.5812586673243793,0.5451001357840459,0.24532497408439888,0.1210748021672573,0.604798694714862,0.2049916542941634,63083,565255,1302,126391,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__imbalanced__top20__GNB__seed43,CIC-IDS2017,43,top20,imbalanced,GNB,ML,20,1587663,1587663,176407,,,200,0.20351409912109375,0.057924509048461914,2.9287102222442627,0.26143860816955566,2026-09-01T07:40:55.469661+00:00,gpu1.nitsri.ac.in,0.2837291063461683,0.5640069780452471,0.18929908913721805,0.9872585028153462,0.31768463627142773,0.585617580185747,0.5640069780452471,0.28195080677794593,0.14805569999478296,0.6093124831265675,0.20694153807207025,88442,539896,1627,126066,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__imbalanced__top20__GNB__seed44,CIC-IDS2017,44,top20,imbalanced,GNB,ML,20,1587663,1587663,176407,,,200,0.20717787742614746,0.05221915245056152,2.8905563354492188,0.259397029876709,2026-09-01T10:44:52.816599+00:00,gpu1.nitsri.ac.in,0.345008339605122,0.5963244808790418,0.2020505353346835,0.9758404924310652,0.3347832511653524,0.5899531571831119,0.5963244808790418,0.3448535484331345,0.18616864579293788,0.6248235701761314,0.21395664628601446,136229,492109,3085,124608,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__imbalanced__top20__GNB__seed45,CIC-IDS2017,45,top20,imbalanced,GNB,ML,20,1587663,1587663,176407,,,200,0.20403623580932617,0.052318572998046875,2.992987632751465,0.25635480880737305,2026-09-01T13:45:46.972443+00:00,gpu1.nitsri.ac.in,0.27976498318190657,0.5619653031710966,0.18855343637502073,0.9881199439280148,0.31667821180816996,0.5855434708241797,0.5619653031710966,0.2776570493876348,0.1456121849836496,0.6062368976918739,0.20559373051616125,85335,543003,1517,126176,756031,0.16889915889692353,5.551115123125783e-17
CIC-IDS2017__imbalanced__top20__GNB__seed46,CIC-IDS2017,46,top20,imbalanced,GNB,ML,20,1587663,1587663,176407,,,200,0.20357489585876465,0.05166959762573242,2.970973253250122,0.25524449348449707,2026-09-01T16:58:51.351386+00:00,gpu1.nitsri.ac.in,0.25791270463777277,0.5491619045113403,0.1841118497783998,0.9889813850406836,0.31043260124899674,0.5820218360871574,0.5491619045113403,0.25358282416451344,0.12700156965268788,0.6086066957430614,0.20666366374934422,68704,559634,1407,126286,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__GRU__seed42,CIC-IDS2017,42,top20,imbalanced,GRU,DL,20,1587663,1587663,176407,,183.0,200,476.66817569732666,0.8086347579956055,2.9301910400390625,477.47681045532227,2026-09-01T03:33:00.306600+00:00,gpu1.nitsri.ac.in,0.9958440857583882,0.9914690033125488,0.990477990690641,0.9848621302655588,0.9876620775773378,0.9937025808106641,0.9914690033125488,0.9925816352575729,0.9851690521404948,0.9997491290272918,0.9988732971556167,627129,1209,1933,125760,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__GRU__seed43,CIC-IDS2017,43,top20,imbalanced,GRU,DL,20,1587663,1587663,176407,,97.0,200,249.1702263355255,0.8037505149841309,2.9287102222442627,249.97397685050964,2026-09-01T07:54:01.895624+00:00,gpu1.nitsri.ac.in,0.9960768804453786,0.9909694775933308,0.9934484859514333,0.9832567172828581,0.9883263275555345,0.9950264689813579,0.9909694775933308,0.9929842953324904,0.9859876000653323,0.9997092726947774,0.9987982678052468,627510,828,2138,125555,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__GRU__seed44,CIC-IDS2017,44,top20,imbalanced,GRU,DL,20,1587663,1587663,176407,,102.0,200,259.02759194374084,0.7962937355041504,2.8905563354492188,259.823885679245,2026-09-01T10:58:19.318499+00:00,gpu1.nitsri.ac.in,0.9956985890790192,0.9903175878513312,0.9922624745840487,0.9821916628162859,0.9872013853359046,0.9943254262970653,0.9903175878513312,0.9923081360768676,0.9846348574686113,0.9995552724341914,0.9983902335353293,627360,978,2274,125419,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__GRU__seed45,CIC-IDS2017,45,top20,imbalanced,GRU,DL,20,1587663,1587663,176407,,138.0,200,347.8941066265106,0.8004744052886963,2.992987632751465,348.6945810317993,2026-09-01T14:00:29.858406+00:00,gpu1.nitsri.ac.in,0.9958255679991957,0.9906903695364053,0.992276130317572,0.982935634686318,0.9875837975639694,0.9944074364457575,0.9906903695364053,0.9925374051029474,0.9850907931579007,0.9996336456793715,0.9985450488413709,627361,977,2179,125514,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__GRU__seed46,CIC-IDS2017,46,top20,imbalanced,GRU,DL,20,1587663,1587663,176407,,151.0,200,389.71936869621277,0.7294745445251465,2.970973253250122,390.4488432407379,2026-09-01T17:15:04.818766+00:00,gpu1.nitsri.ac.in,0.9955702874617576,0.9896881793244222,0.9928809259552878,0.9808055257531736,0.9868062860226999,0.9944948882670988,0.9896881793244222,0.9920723041894821,0.9841713296387965,0.9996574048942442,0.9985965624001876,627440,898,2451,125242,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__KNN__seed42,CIC-IDS2017,42,top20,imbalanced,KNN,ML,20,1587663,1587663,176407,,,200,0.05523800849914551,198.57442927360535,2.9301910400390625,198.6296672821045,2026-09-01T03:22:49.472546+00:00,gpu1.nitsri.ac.in,0.9990846936170606,0.9987816842080918,0.9962643700618177,0.9983241054717173,0.9972931742616858,0.9979618229398177,0.9987816842080918,0.9983711997579111,0.9967431699635646,0.9994723162836248,0.997345934959345,627860,478,214,127479,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__KNN__seed43,CIC-IDS2017,43,top20,imbalanced,KNN,ML,20,1587663,1587663,176407,,,200,0.055857181549072266,199.08436107635498,2.9287102222442627,199.14021825790405,2026-09-01T07:47:33.369061+00:00,gpu1.nitsri.ac.in,0.994538583735323,0.9909581484451699,0.9821746324103269,0.9855512831556937,0.9838600605882928,0.9896181308744016,0.9909581484451699,0.99028663020324,0.9805753637110839,0.9968623345445128,0.9888333146572653,626054,2284,1845,125848,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__KNN__seed44,CIC-IDS2017,44,top20,imbalanced,KNN,ML,20,1587663,1587663,176407,,,200,0.05748939514160156,199.18034315109253,2.8905563354492188,199.23783254623413,2026-09-01T10:51:31.516181+00:00,gpu1.nitsri.ac.in,0.9941774874310709,0.9907128296570431,0.9801537538847391,0.9854808016101118,0.9828100593564512,0.9885999250396986,0.9907128296570431,0.9896526160289854,0.9793104753579422,0.9967212679316212,0.9873877646411819,625790,2548,1854,125839,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__KNN__seed45,CIC-IDS2017,45,top20,imbalanced,KNN,ML,20,1587663,1587663,176407,,,200,0.05591225624084473,198.47965478897095,2.992987632751465,198.5355670452118,2026-09-01T13:52:24.888152+00:00,gpu1.nitsri.ac.in,0.994001568718743,0.9896710274903778,0.9813868042526579,0.983131416757379,0.9822583358436386,0.9889787370432466,0.9896710274903778,0.9893244786745836,0.978649519672725,0.9964422485524098,0.9878223582006407,625957,2381,2154,125539,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__KNN__seed46,CIC-IDS2017,46,top20,imbalanced,KNN,ML,20,1587663,1587663,176407,,,200,0.055891990661621094,198.7728066444397,2.970973253250122,198.82869863510132,2026-09-01T17:05:29.209534+00:00,gpu1.nitsri.ac.in,0.9989630054852248,0.9986086386791273,0.9957963823885612,0.9980735044207591,0.9969336430979592,0.9977023456670422,0.9986086386791273,0.9981548150286801,0.9963105721419446,0.9993820394045201,0.9969723925102132,627800,538,246,127447,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__LSTM__seed42,CIC-IDS2017,42,top20,imbalanced,LSTM,DL,20,1587663,1587663,176407,,128.0,200,302.5444288253784,0.8199541568756104,2.9301910400390625,303.364382982254,2026-09-01T03:38:04.829535+00:00,gpu1.nitsri.ac.in,0.9959062525213913,0.9912068939944185,0.9915884163181568,0.9841103271126843,0.9878352193001418,0.9941821020286257,0.9912068939944185,0.9926871293612122,0.9853845044552183,0.9996843617040929,0.9986498759163682,627272,1066,2029,125664,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__LSTM__seed43,CIC-IDS2017,43,top20,imbalanced,LSTM,DL,20,1587663,1587663,176407,,96.0,200,221.64738726615906,0.8269259929656982,2.9287102222442627,222.47431325912476,2026-09-01T07:57:45.531764+00:00,gpu1.nitsri.ac.in,0.9956139364655682,0.9904756925689433,0.9912397804020696,0.9827163587667296,0.9869596677782672,0.9938667334066983,0.9904756925689433,0.9921616320500115,0.9843365849228849,0.9996508525584087,0.998575436546046,627229,1109,2207,125486,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__LSTM__seed44,CIC-IDS2017,44,top20,imbalanced,LSTM,DL,20,1587663,1587663,176407,,70.0,200,158.39054465293884,0.8150668144226074,2.8905563354492188,159.20561146736145,2026-09-01T11:00:59.681203+00:00,gpu1.nitsri.ac.in,0.99459149161873,0.9880978391538706,0.9895673252111091,0.9782916839607496,0.9838972004205867,0.9925829395108234,0.9880978391538706,0.9903235707022373,0.9806705224065719,0.9993128743833599,0.9974639597689957,627021,1317,2772,124921,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__LSTM__seed45,CIC-IDS2017,45,top20,imbalanced,LSTM,DL,20,1587663,1587663,176407,,187.0,200,429.38902139663696,0.8330395221710205,2.992987632751465,430.222060918808,2026-09-01T14:07:41.249178+00:00,gpu1.nitsri.ac.in,0.995604677585972,0.9911627382011519,0.989468381531099,0.9844549035577518,0.9869552757920852,0.9931562517049995,0.9911627382011519,0.9921561795277474,0.9843169712007287,0.9996834236085436,0.9987167807622979,627000,1338,1985,125708,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__LSTM__seed46,CIC-IDS2017,46,top20,imbalanced,LSTM,DL,20,1587663,1587663,176407,,179.0,200,414.9870562553406,0.8480062484741211,2.970973253250122,415.8350625038147,2026-09-01T17:22:01.820557+00:00,gpu1.nitsri.ac.in,0.9964234270816937,0.9916428279216569,0.9943442045895,0.9844235784263821,0.9893590227930991,0.9955925580675116,0.9916428279216569,0.9936047468987554,0.987227484919741,0.9997226827405885,0.9989382100221961,627623,715,1989,125704,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__MLP__seed42,CIC-IDS2017,42,top20,imbalanced,MLP,DL,20,1587663,1587663,176407,,167.0,200,103.88832116127014,0.32128071784973145,2.9301910400390625,104.20960187911987,2026-09-01T03:39:50.233557+00:00,gpu1.nitsri.ac.in,0.9958771531855175,0.9918164856571299,0.9898626861915473,0.9856844149640153,0.9877691320674757,0.9934779587296734,0.9918164856571299,0.9926449212633526,0.9852930435391943,0.9996816828830909,0.9987010963629258,627049,1289,1828,125865,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__MLP__seed43,CIC-IDS2017,43,top20,imbalanced,MLP,DL,20,1587663,1587663,176407,,140.0,200,85.50609302520752,0.308840274810791,2.9287102222442627,85.81493330001831,2026-09-01T07:59:12.490228+00:00,gpu1.nitsri.ac.in,0.9959670965873092,0.9905945610935594,0.993569233693414,0.9824814202814564,0.9879942195848969,0.9950085518825855,0.9905945610935594,0.9927853628818268,0.9855932289710506,0.9995123843396341,0.9983043074837978,627526,812,2237,125456,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__MLP__seed44,CIC-IDS2017,44,top20,imbalanced,MLP,DL,20,1587663,1587663,176407,,176.0,200,102.83762121200562,0.30332374572753906,2.8905563354492188,103.14094495773315,2026-09-01T11:02:43.965880+00:00,gpu1.nitsri.ac.in,0.9957686920245333,0.9901070514039962,0.9933112488310536,0.9815573289060481,0.9873993106843919,0.9947861287110008,0.9901070514039962,0.9924283816761987,0.9848820652609058,0.9995165567164355,0.9982403231325861,627494,844,2355,125338,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__MLP__seed45,CIC-IDS2017,45,top20,imbalanced,MLP,DL,20,1587663,1587663,176407,,200.0,200,121.65838384628296,0.3098585605621338,2.992987632751465,121.96824240684509,2026-09-01T14:09:44.405733+00:00,gpu1.nitsri.ac.in,0.9957250430207227,0.990214946980694,0.992715813809867,0.9818940740682731,0.9872752899674796,0.9945221995382842,0.990214946980694,0.9923531357203296,0.9847277264857249,0.99954926835471,0.9983630282161435,627418,920,2312,125381,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__MLP__seed46,CIC-IDS2017,46,top20,imbalanced,MLP,DL,20,1587663,1587663,176407,,200.0,200,120.548748254776,0.3167421817779541,2.970973253250122,120.86549043655396,2026-09-01T17:24:03.887029+00:00,gpu1.nitsri.ac.in,0.9933997415449896,0.9903322855810541,0.975478760917919,0.9857000775297001,0.9805627833782584,0.9862832401080823,0.9903322855810541,0.9882938791626223,0.9766071319869757,0.9993804149945649,0.9977081095013941,625174,3164,1826,125867,756031,0.16889915889692353,1.1102230246251565e-16
CIC-IDS2017__imbalanced__top20__RF__seed42,CIC-IDS2017,42,top20,imbalanced,RF,ML,20,1587663,1587663,176407,,,200,19.408458948135376,0.27584362030029297,2.9301910400390625,19.68430256843567,2026-09-01T03:16:10.938883+00:00,gpu1.nitsri.ac.in,0.9994100771000131,0.9990242370928288,0.9980663999812119,0.9984415747143539,0.9982539520972149,0.9988748336311223,0.9990242370928288,0.9989495170074274,0.9978990595397565,0.9999687167895704,0.9998876569557912,628091,247,199,127494,756031,0.16889915889692353,0.0
CIC-IDS2017__imbalanced__top20__RF__seed43,CIC-IDS2017,43,top20,imbalanced,RF,ML,20,1587663,1587663,176407,,,200,19.784082651138306,0.2615022659301758,2.9287102222442627,20.04558491706848,2026-09-01T07:40:54.557120+00:00,gpu1.nitsri.ac.in,0.9987937002583227,0.9970591530791988,0.998411762393364,0.9944397891818659,0.9964218174969985,0.9986413550646879,0.9970591530791988,0.9978481933464578,0.995699251056699,0.9999737760432192,0.9998931743026497,628136,202,710,126983,756031,0.16889915889692353,1.1102230246251565e-16
