tag,dataset,seed,features,balance,model,family,n_features,n_train,n_train_used,n_val,svm_cap,epochs_run,max_epochs,train_seconds,predict_seconds,load_seconds,total_seconds,finished_utc,host,accuracy,balanced_accuracy,precision,recall,f1,precision_macro,recall_macro,f1_macro,mcc,roc_auc,pr_auc,tn,fp,fn,tp,n_test,pos_rate,f1_consistency_error
HIKARI-2021__balanced__top10__CNN__seed46,HIKARI-2021,46,top10,balanced,CNN,DL,10,601290,601290,34388,,25.0,200,30.221654415130615,0.20362567901611328,0.776378870010376,30.42528009414673,2026-09-01T22:14:23.989239+00:00,gpu1.nitsri.ac.in,0.9943613231552163,0.9962906703191663,0.8360525268603263,0.9983368971252079,0.9100162425554954,0.9180016759725764,0.9962906703191663,0.9535528562303772,0.9109343158822483,0.9993385413826303,0.9795476654736596,142342,824,7,4202,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__DT__seed42,HIKARI-2021,42,top10,balanced,DT,ML,10,601290,601290,34388,,,200,3.432769536972046,0.004052877426147461,0.7886204719543457,3.4368224143981934,2026-09-01T20:13:29.610649+00:00,gpu1.nitsri.ac.in,0.9951009329940628,0.9958642430034192,0.8555986130940241,0.9966737942504158,0.9207638279192274,0.9277501740858969,0.9958642430034192,0.959118076515016,0.9210993784987244,0.9975849907913679,0.9513284486220647,142458,708,14,4195,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__DT__seed43,HIKARI-2021,43,top10,balanced,DT,ML,10,601290,601290,34388,,,200,3.3018126487731934,0.0038292407989501953,0.8046784400939941,3.3056418895721436,2026-09-01T20:42:22.066207+00:00,gpu1.nitsri.ac.in,0.9948837998303647,0.9954065827855515,0.8504767701359303,0.9959610358755049,0.9174874151893193,0.9251787133327111,0.9954065827855515,0.9574237350444867,0.9179026820863222,0.9972768628323924,0.9543192918585157,142429,737,17,4192,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__DT__seed44,HIKARI-2021,44,top10,balanced,DT,ML,10,601290,601290,34388,,,200,3.6762120723724365,0.0038292407989501953,0.7867081165313721,3.6800413131713867,2026-09-01T21:11:52.556311+00:00,gpu1.nitsri.ac.in,0.9948295165394402,0.9950327413514732,0.8495234232407219,0.995248277500594,0.9166301969365427,0.9246915085932064,0.9950327413514732,0.9569811115630509,0.9170304285629518,0.9968790107054881,0.9507454601683935,142424,742,20,4189,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__DT__seed45,HIKARI-2021,45,top10,balanced,DT,ML,10,601290,601290,34388,,,200,3.104407787322998,0.002678394317626953,0.7781052589416504,3.107086181640625,2026-09-01T21:42:08.459908+00:00,gpu1.nitsri.ac.in,0.9947345207803223,0.9949838470609293,0.8471183013144591,0.995248277500594,0.915228315490496,0.9234889407295458,0.9949838470609293,0.9562555953003958,0.9156859397633416,0.9969305228809497,0.954546284019165,142410,756,20,4189,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__DT__seed46,HIKARI-2021,46,top10,balanced,DT,ML,10,601290,601290,34388,,,200,3.298229217529297,0.0039997100830078125,0.776378870010376,3.3022289276123047,2026-09-01T22:09:49.161090+00:00,gpu1.nitsri.ac.in,0.994863443596268,0.9952808048244173,0.8501014198782961,0.9957234497505346,0.917168180326075,0.9249875276582677,0.9952808048244173,0.9572588610927286,0.9175797834279614,0.9970923911446194,0.9497047261021727,142427,739,18,4191,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__GNB__seed42,HIKARI-2021,42,top10,balanced,GNB,ML,10,601290,601290,34388,,,200,0.07083940505981445,0.003611326217651367,0.7886204719543457,0.07445073127746582,2026-09-01T20:13:36.026168+00:00,gpu1.nitsri.ac.in,0.8997930449533503,0.9458868948853605,0.22114825965245866,0.9947731052506533,0.36185290813239995,0.6104884880579604,0.9458868948853605,0.6537402150747122,0.4439160680162059,0.9871938264103561,0.5760384527149089,128420,14746,22,4187,147375,0.028559796437659032,5.551115123125783e-17
HIKARI-2021__balanced__top10__GNB__seed43,HIKARI-2021,43,top10,balanced,GNB,ML,10,601290,601290,34388,,,200,0.07056450843811035,0.003359079360961914,0.8046784400939941,0.07392358779907227,2026-09-01T20:42:28.568816+00:00,gpu1.nitsri.ac.in,0.8802374893977948,0.9363981589977807,0.1920733104238259,0.9959610358755049,0.3220404086963202,0.5959689531012,0.9363981589977807,0.6281788402313975,0.40929536745146805,0.9863016910587327,0.5562932260029174,125533,17633,17,4192,147375,0.028559796437659032,5.551115123125783e-17
HIKARI-2021__balanced__top10__GNB__seed44,HIKARI-2021,44,top10,balanced,GNB,ML,10,601290,601290,34388,,,200,0.07003903388977051,0.0033431053161621094,0.7867081165313721,0.07338213920593262,2026-09-01T21:11:58.837808+00:00,gpu1.nitsri.ac.in,0.9040203562340967,0.9481779914277222,0.22870249017038008,0.9950106913756237,0.37191954176102304,0.6142698894681657,0.9481779914277222,0.6599798054837316,0.45260689143012556,0.9865426094898296,0.579459517769557,129042,14124,21,4188,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__GNB__seed45,HIKARI-2021,45,top10,balanced,GNB,ML,10,601290,601290,34388,,,200,0.07017040252685547,0.0033173561096191406,0.7781052589416504,0.07348775863647461,2026-09-01T21:42:14.415092+00:00,gpu1.nitsri.ac.in,0.903565733672604,0.947828696709816,0.22783914675953637,0.9947731052506533,0.3707606481891437,0.6138343007398823,0.947828696709816,0.6592710664410982,0.451567343997392,0.9863533691856945,0.5695771997076142,128976,14190,22,4187,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__GNB__seed46,HIKARI-2021,46,top10,balanced,GNB,ML,10,601290,601290,34388,,,200,0.06990742683410645,0.003522634506225586,0.776378870010376,0.07343006134033203,2026-09-01T22:09:55.029864+00:00,gpu1.nitsri.ac.in,0.8808210347752332,0.937505613931817,0.1930308463200478,0.997624138750297,0.3234727678915338,0.5964756212145048,0.937505613931817,0.6290637943956381,0.41089475970815376,0.9883236341817303,0.5960140189602343,125612,17554,10,4199,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__GRU__seed42,HIKARI-2021,42,top10,balanced,GRU,DL,10,601290,601290,34388,,67.0,200,65.99998188018799,0.3931581974029541,0.7886204719543457,66.39314007759094,2026-09-01T20:15:42.243370+00:00,gpu1.nitsri.ac.in,0.9942052586938083,0.9966715464373437,0.8317184101245798,0.9992872416250891,0.9078350960500755,0.9158486652851711,0.9966715464373437,0.9524218424863735,0.9089338802599257,0.9993635469547009,0.9788707038305081,142315,851,3,4206,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__GRU__seed43,HIKARI-2021,43,top10,balanced,GRU,DL,10,601290,601290,34388,,66.0,200,64.87274289131165,0.3935680389404297,0.8046784400939941,65.26631093025208,2026-09-01T20:44:10.756206+00:00,gpu1.nitsri.ac.in,0.993960983884648,0.9960846158090172,0.8263520157325467,0.9983368971252079,0.9042392941682806,0.9131514102135923,0.9960846158090172,0.9505607378301748,0.9054458760340423,0.9993189242557757,0.9771705608735826,142283,883,7,4202,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__GRU__seed44,HIKARI-2021,44,top10,balanced,GRU,DL,10,601290,601290,34388,,91.0,200,91.45365309715271,0.3928701877593994,0.7867081165313721,91.84652328491211,2026-09-01T21:13:58.485562+00:00,gpu1.nitsri.ac.in,0.9941374045801527,0.9954836158124922,0.8313849811769368,0.9969113803753861,0.9066551426101987,0.9156468214299052,0.9954836158124922,0.951814404653611,0.9076258920569833,0.9993691909652272,0.9792267268794813,142315,851,13,4196,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__GRU__seed45,HIKARI-2021,45,top10,balanced,GRU,DL,10,601290,601290,34388,,78.0,200,76.03293871879578,0.37844347953796387,0.7781052589416504,76.41138219833374,2026-09-01T21:44:23.410147+00:00,gpu1.nitsri.ac.in,0.9941713316369805,0.9959622805117574,0.8316831683168316,0.9978617248752673,0.9072254023112647,0.9158099663821995,0.9959622805117574,0.952108275446941,0.9082423887628958,0.9989580104435734,0.9775764821910312,142316,850,9,4200,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__GRU__seed46,HIKARI-2021,46,top10,balanced,GRU,DL,10,601290,601290,34388,,85.0,200,84.45393562316895,0.3926870822906494,0.776378870010376,84.8466227054596,2026-09-01T22:11:41.768950+00:00,gpu1.nitsri.ac.in,0.994225614927905,0.9965667231721569,0.8323436262866192,0.9990496555001188,0.9081092754562142,0.9161577606008533,0.9965667231721569,0.9525642125278366,0.9091756607041978,0.9993482719488526,0.9785004667735663,142319,847,4,4205,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__KNN__seed42,HIKARI-2021,42,top10,balanced,KNN,ML,10,601290,601290,34388,,,200,0.830845832824707,23.6397066116333,0.7886204719543457,24.470552444458008,2026-09-01T20:14:24.318620+00:00,gpu1.nitsri.ac.in,0.9945852417302798,0.9851064610571388,0.8555347091932458,0.9750534568781183,0.9113924050632911,0.9273991350957181,0.9851064610571388,0.9542998477525426,0.9106790474918501,0.9928128081314855,0.8731891856139881,142473,693,105,4104,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__KNN__seed43,HIKARI-2021,43,top10,balanced,KNN,ML,10,601290,601290,34388,,,200,0.8765871524810791,10.495144844055176,0.8046784400939941,11.371731996536255,2026-09-01T20:42:50.579525+00:00,gpu1.nitsri.ac.in,0.994693808312129,0.9865459476042588,0.8566077003121748,0.977904490377762,0.9132460616818283,0.9279776945833863,0.9865459476042588,0.9552546348390103,0.9126462906615241,0.9924402685869274,0.8715035204224585,142477,689,93,4116,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__KNN__seed44,HIKARI-2021,44,top10,balanced,KNN,ML,10,601290,601290,34388,,,200,0.8251218795776367,7.3207848072052,0.7867081165313721,8.145906686782837,2026-09-01T21:12:15.073316+00:00,gpu1.nitsri.ac.in,0.9942798982188296,0.98425749715857,0.8484472049689441,0.9736279401282965,0.9067374709591769,0.9238342517531241,0.98425749715857,0.9518934685140183,0.9060792768053868,0.9918861789307596,0.8667303474049397,142434,732,111,4098,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__KNN__seed45,HIKARI-2021,45,top10,balanced,KNN,ML,10,601290,601290,34388,,,200,0.8036510944366455,20.44236922264099,0.7781052589416504,21.246020317077637,2026-09-01T21:42:55.663556+00:00,gpu1.nitsri.ac.in,0.9943477523324852,0.985330127170261,0.8489045059942125,0.9757662152530292,0.9079252790980435,0.9240944511631966,0.985330127170261,0.9525048319656222,0.9073605984728149,0.9919303693260266,0.8628793810017714,142435,731,102,4107,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__KNN__seed46,HIKARI-2021,46,top10,balanced,KNN,ML,10,601290,601290,34388,,,200,0.8176672458648682,5.872466802597046,0.776378870010376,6.690134048461914,2026-09-01T22:10:07.908600+00:00,gpu1.nitsri.ac.in,0.9944088210347752,0.9861686635063062,0.8494734668593846,0.9774293181278213,0.9089703932832524,0.9244034749333547,0.9861686635063062,0.9530431144429409,0.9084749202829567,0.9936917511685898,0.8651022081293966,142437,729,95,4114,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__LSTM__seed42,HIKARI-2021,42,top10,balanced,LSTM,DL,10,601290,601290,34388,,73.0,200,64.60005497932434,0.3720881938934326,0.7886204719543457,64.97214317321777,2026-09-01T20:16:47.864932+00:00,gpu1.nitsri.ac.in,0.994008481764207,0.9965702654069315,0.8269760125835627,0.9992872416250891,0.9050026896180743,0.9134774643665446,0.9965702654069315,0.9509546912209059,0.9062463555132901,0.9992972485005593,0.9782580146119515,142286,880,3,4206,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__LSTM__seed43,HIKARI-2021,43,top10,balanced,LSTM,DL,10,601290,601290,34388,,81.0,200,72.57549095153809,0.35724854469299316,0.8046784400939941,72.93273949623108,2026-09-01T20:45:24.346414+00:00,gpu1.nitsri.ac.in,0.9941441899915182,0.9962942125539409,0.8306324110671937,0.9985744832501782,0.9068939475671594,0.9152951255350021,0.9962942125539409,0.9519354896567902,0.907983628277259,0.9993159421073146,0.9759582390392707,142309,857,6,4203,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__LSTM__seed44,HIKARI-2021,44,top10,balanced,LSTM,DL,10,601290,601290,34388,,69.0,200,60.52682638168335,0.37009286880493164,0.7867081165313721,60.89691925048828,2026-09-01T21:15:00.036662+00:00,gpu1.nitsri.ac.in,0.9939813401187447,0.9956338907043485,0.8273551438707134,0.9973865526253267,0.9044489927825057,0.9136389214690915,0.9956338907043485,0.9506709017550952,0.9055682591488645,0.9993353659006714,0.9780592730843408,142290,876,11,4198,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__LSTM__seed45,HIKARI-2021,45,top10,balanced,LSTM,DL,10,601290,601290,34388,,67.0,200,58.643094539642334,0.37063169479370117,0.7781052589416504,59.013726234436035,2026-09-01T21:45:23.077846+00:00,gpu1.nitsri.ac.in,0.9940152671755725,0.9959972547904531,0.8277832512315271,0.9980993110002376,0.9049978457561396,0.913863515988216,0.9959972547904531,0.950954080409965,0.9061460539848529,0.9991634094452961,0.9778484944915147,142292,874,8,4201,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__LSTM__seed46,HIKARI-2021,46,top10,balanced,LSTM,DL,10,601290,601290,34388,,82.0,200,72.42932605743408,0.36861538887023926,0.776378870010376,72.79794144630432,2026-09-01T22:12:55.219628+00:00,gpu1.nitsri.ac.in,0.9942188295165394,0.9965632307228323,0.832178903621611,0.9990496555001188,0.9080112286763118,0.9160753991696116,0.9965632307228323,0.952513432530164,0.9090824922655905,0.9993573179651358,0.977554255221411,142318,848,4,4205,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__MLP__seed42,HIKARI-2021,42,top10,balanced,MLP,DL,10,601290,601290,34388,,85.0,200,21.75106978416443,0.11180686950683594,0.7886204719543457,21.862876653671265,2026-09-01T20:17:10.363870+00:00,gpu1.nitsri.ac.in,0.9942866836301951,0.9967134558292384,0.8336967294350842,0.9992872416250891,0.9090123189971904,0.9168378258290435,0.9967134558292384,0.9530315328838616,0.9100526511974797,0.9992491665426095,0.9784675335617582,142327,839,3,4206,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__MLP__seed43,HIKARI-2021,43,top10,balanced,MLP,DL,10,601290,601290,34388,,60.0,200,15.296454906463623,0.11091804504394531,0.8046784400939941,15.407372951507568,2026-09-01T20:45:40.387569+00:00,gpu1.nitsri.ac.in,0.9931060220525869,0.9957598678072832,0.8062535967772876,0.9985744832501782,0.8921672680959457,0.9031056957029753,0.9957598678072832,0.9443032269375595,0.8940774606577887,0.9991601028616519,0.9713659374513337,142156,1010,6,4203,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__MLP__seed44,HIKARI-2021,44,top10,balanced,MLP,DL,10,601290,601290,34388,,80.0,200,20.15955376625061,0.10961294174194336,0.7867081165313721,20.269166707992554,2026-09-01T21:15:20.954048+00:00,gpu1.nitsri.ac.in,0.993540288379983,0.9952915808850915,0.8170138212964766,0.9971489665003563,0.8981382409586989,0.908464727827895,0.9952915808850915,0.9474013092363396,0.8995757684190403,0.9990977341390385,0.9782643689944759,142226,940,12,4197,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__MLP__seed45,HIKARI-2021,45,top10,balanced,MLP,DL,10,601290,601290,34388,,74.0,200,19.45003390312195,0.10916447639465332,0.7781052589416504,19.5591983795166,2026-09-01T21:45:43.292293+00:00,gpu1.nitsri.ac.in,0.9940356234096692,0.9953159284594633,0.8290513833992095,0.9966737942504158,0.9051677635127845,0.9144765050362171,0.9953159284594633,0.9510443747489207,0.9061938311788428,0.9992351602359814,0.9781551158088047,142301,865,14,4195,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__MLP__seed46,HIKARI-2021,46,top10,balanced,MLP,DL,10,601290,601290,34388,,103.0,200,25.69788432121277,0.11014914512634277,0.776378870010376,25.80803346633911,2026-09-01T22:13:21.653557+00:00,gpu1.nitsri.ac.in,0.9942595419847329,0.9963535841924585,0.8334324806662701,0.9985744832501782,0.9085603112840467,0.9166951628523156,0.9963535841924585,0.9527985340544816,0.9095672324735693,0.9991787441936848,0.9748622842340923,142326,840,6,4203,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__RF__seed42,HIKARI-2021,42,top10,balanced,RF,ML,10,601290,601290,34388,,,200,6.050382614135742,0.04515218734741211,0.7886204719543457,6.095534801483154,2026-09-01T20:13:35.839681+00:00,gpu1.nitsri.ac.in,0.9951416454622561,0.9969229032178119,0.8553407934893185,0.9988120693751484,0.9215256466462078,0.9276528479590351,0.9969229032178119,0.9595094360264292,0.9219772118163644,0.999398540317819,0.9678591335068272,142455,711,5,4204,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__RF__seed43,HIKARI-2021,43,top10,balanced,RF,ML,10,601290,601290,34388,,,200,6.138073205947876,0.045318603515625,0.8046784400939941,6.183391809463501,2026-09-01T20:42:28.384310+00:00,gpu1.nitsri.ac.in,0.9949652247667515,0.996370897082731,0.8514088789783093,0.9978617248752673,0.9188361408882083,0.9256728476833671,0.996370897082731,0.9581190872223457,0.919329349620371,0.9993993642670183,0.9674589194398386,142433,733,9,4200,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__RF__seed44,HIKARI-2021,44,top10,balanced,RF,ML,10,601290,601290,34388,,,200,5.927010536193848,0.036223411560058594,0.7867081165313721,5.963233947753906,2026-09-01T21:11:58.654191+00:00,gpu1.nitsri.ac.in,0.9948363019508057,0.9960739393192432,0.8484236054971706,0.9973865526253267,0.91689417931637,0.9241731864749855,0.9960739393192432,0.9571147740902264,0.9174339509048963,0.9991712050170245,0.9690944611338038,142416,750,11,4198,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__RF__seed45,HIKARI-2021,45,top10,balanced,RF,ML,10,601290,601290,34388,,,200,5.599539756774902,0.04735541343688965,0.7781052589416504,5.646895170211792,2026-09-01T21:42:14.231289+00:00,gpu1.nitsri.ac.in,0.9947413061916879,0.9955638425760569,0.8465886152603956,0.9964362081254454,0.9154207137400415,0.9232416468568568,0.9955638425760569,0.9563535023913505,0.9159547081697926,0.9991419585543628,0.967271704030483,142406,760,15,4194,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__RF__seed46,HIKARI-2021,46,top10,balanced,RF,ML,10,601290,601290,34388,,,200,5.515031814575195,0.04561352729797363,0.776378870010376,5.560645341873169,2026-09-01T22:09:54.845769+00:00,gpu1.nitsri.ac.in,0.9948091603053435,0.996867073814069,0.846757954087797,0.9990496555001188,0.9166212534059945,0.9233649329876942,0.996867073814069,0.9569712237440549,0.9172918737437611,0.9992738294248321,0.9689959557204362,142405,761,4,4205,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__SVM__seed42,HIKARI-2021,42,top10,balanced,SVM,ML,10,601290,100000,34388,100000.0,,200,3.37365984916687,3.639031171798706,0.7886204719543457,7.012691020965576,2026-09-01T20:14:35.219711+00:00,gpu1.nitsri.ac.in,0.9759457167090755,0.9854285554943825,0.5430274753758424,0.9954858636255642,0.7027253668763103,0.7714457148608925,0.9854285554943825,0.8450955571232961,0.7259958712281029,0.9899100525277322,0.538890715930978,139640,3526,19,4190,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__SVM__seed43,HIKARI-2021,43,top10,balanced,SVM,ML,10,601290,100000,34388,100000.0,,200,3.9371137619018555,5.074051141738892,0.8046784400939941,9.011164903640747,2026-09-01T20:43:04.855993+00:00,gpu1.nitsri.ac.in,0.9324240882103477,0.9623361818476892,0.29635925768522453,0.9940603468757424,0.45659409614230373,0.6480858251399926,0.9623361818476892,0.710282989906672,0.5233180103187304,0.9913165047691954,0.5902049435886099,133232,9934,25,4184,147375,0.028559796437659032,5.551115123125783e-17
HIKARI-2021__balanced__top10__SVM__seed44,HIKARI-2021,44,top10,balanced,SVM,ML,10,601290,100000,34388,100000.0,,200,3.7322628498077393,3.4933714866638184,0.7867081165313721,7.225634336471558,2026-09-01T21:12:26.028132+00:00,gpu1.nitsri.ac.in,0.977635284139101,0.986874678442001,0.5610538986224421,0.9966737942504158,0.71795310628102,0.7804769128560896,0.986874678442001,0.8531545482228942,0.7390726804779452,0.9907452997050407,0.5617526744654194,139884,3282,14,4195,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__SVM__seed45,HIKARI-2021,45,top10,balanced,SVM,ML,10,601290,100000,34388,100000.0,,200,3.790013313293457,3.337669849395752,0.7781052589416504,7.127683162689209,2026-09-01T21:43:06.353372+00:00,gpu1.nitsri.ac.in,0.9781441899915182,0.9872519127545036,0.5667206915180983,0.9969113803753861,0.7226384224575906,0.7833139075682811,0.9872519127545036,0.855631152091346,0.7430888059245613,0.9912311492745131,0.5801073566032456,139958,3208,13,4196,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__SVM__seed46,HIKARI-2021,46,top10,balanced,SVM,ML,10,601290,100000,34388,100000.0,,200,1.4840989112854004,3.336888313293457,0.776378870010376,4.820987224578857,2026-09-01T22:10:16.280896+00:00,gpu1.nitsri.ac.in,0.97606106870229,0.9869868351039877,0.5440776699029126,0.9985744832501782,0.7043740573152338,0.7720173526743349,0.9869868351039877,0.8459497577818531,0.7279254623166842,0.991627353503019,0.5964157764257518,139644,3522,6,4203,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__SimpleRNN__seed42,HIKARI-2021,42,top10,balanced,SimpleRNN,DL,10,601290,601290,34388,,70.0,200,38.778616189956665,0.21715545654296875,0.7886204719543457,38.995771646499634,2026-09-01T20:17:49.998145+00:00,gpu1.nitsri.ac.in,0.994551314673452,0.9968496613528963,0.8401917698761486,0.9992872416250891,0.9128594682582746,0.9200853489365571,0.9968496613528963,0.9550236017810889,0.9137160682803858,0.9994098565506269,0.9805892333320644,142366,800,3,4206,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__SimpleRNN__seed43,HIKARI-2021,43,top10,balanced,SimpleRNN,DL,10,601290,601290,34388,,84.0,200,45.704567432403564,0.21875286102294922,0.8046784400939941,45.923320293426514,2026-09-01T20:46:26.947367+00:00,gpu1.nitsri.ac.in,0.9943477523324852,0.9962836854205172,0.835719968178202,0.9983368971252079,0.9098192053697087,0.9178353962860564,0.9962836854205172,0.9534508249759585,0.91074670544117,0.9993642041226422,0.9788075070134802,142340,826,7,4202,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__SimpleRNN__seed44,HIKARI-2021,44,top10,balanced,SimpleRNN,DL,10,601290,601290,34388,,50.0,200,28.063228845596313,0.21793532371520996,0.7867081165313721,28.281164169311523,2026-09-01T21:15:49.890338+00:00,gpu1.nitsri.ac.in,0.9935674300254453,0.9950749494560686,0.8178982257750049,0.9966737942504158,0.8984793317626901,0.9088999023648867,0.9950749494560686,0.9475789088003534,0.8998579854530107,0.9993085871368197,0.9785542259644794,142232,934,14,4195,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top10__SimpleRNN__seed45,HIKARI-2021,45,top10,balanced,SimpleRNN,DL,10,601290,601290,34388,,70.0,200,38.893059492111206,0.2189176082611084,0.7781052589416504,39.111977100372314,2026-09-01T21:46:23.076066+00:00,gpu1.nitsri.ac.in,0.9942866836301951,0.9957910509239538,0.8347584012726188,0.9973865526253267,0.9088547304611387,0.9173405623886592,0.9957910509239538,0.9529528212534335,0.9097553869472107,0.9992899159335171,0.9797464702752612,142335,831,11,4198,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top10__SimpleRNN__seed46,HIKARI-2021,46,top10,balanced,SimpleRNN,DL,10,601290,601290,34388,,55.0,200,30.3381085395813,0.21625447273254395,0.776378870010376,30.554363012313843,2026-09-01T22:13:52.849865+00:00,gpu1.nitsri.ac.in,0.9939677692960136,0.9962034088715024,0.8263861580810067,0.9985744832501782,0.9043571812802582,0.91317199519003,0.9962034088715024,0.9506214275145927,0.9055768381833379,0.9992781956088058,0.9767784183318553,142283,883,6,4203,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top20__CNN__seed42,HIKARI-2021,42,top20,balanced,CNN,DL,20,601290,601290,34388,,32.0,200,49.63402462005615,0.24494600296020508,1.0329596996307373,49.87897062301636,2026-09-01T20:13:25.266034+00:00,gpu1.nitsri.ac.in,0.9947345207803223,0.9969439574846595,0.8447479413536855,0.9992872416250891,0.9155420113191118,0.9223634366730786,0.9969439574846595,0.9564122814595573,0.9162771583252329,0.9994232496664616,0.980818635944487,142393,773,3,4206,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top20__CNN__seed43,HIKARI-2021,43,top20,balanced,CNN,DL,20,601290,601290,34388,,68.0,200,108.95955681800842,0.23301148414611816,0.8334956169128418,109.19256830215454,2026-09-01T20:42:17.841846+00:00,gpu1.nitsri.ac.in,0.9947209499575912,0.9962451689070467,0.8452404910444757,0.9978617248752673,0.9152320767051645,0.9225886457300942,0.9962451689070467,0.9562538599877566,0.9158767905750878,0.9993981644376709,0.9797882354194183,142397,769,9,4200,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top20__CNN__seed44,HIKARI-2021,44,top20,balanced,CNN,DL,20,601290,601290,34388,,31.0,200,50.22479701042175,0.23035025596618652,1.22349214553833,50.45514726638794,2026-09-01T21:11:47.978876+00:00,gpu1.nitsri.ac.in,0.9944359626802375,0.9949454799038093,0.8395111200160289,0.9954858636255642,0.9108695652173913,0.919688839028129,0.9949454799038093,0.9539989570089757,0.911532980956915,0.9992027731411759,0.9795828194890428,142365,801,19,4190,147375,0.028559796437659032,0.0
HIKARI-2021__balanced__top20__CNN__seed45,HIKARI-2021,45,top20,balanced,CNN,DL,20,601290,601290,34388,,31.0,200,49.951104164123535,0.23308515548706055,1.0123283863067627,50.184189319610596,2026-09-01T21:42:04.455812+00:00,gpu1.nitsri.ac.in,0.9943613231552163,0.9954835660270421,0.8369912210694334,0.9966737942504158,0.9098796226005856,0.9184464404554123,0.9954835660270421,0.9534846176071828,0.9106774061283613,0.9992991146251806,0.9795106183743134,142349,817,14,4195,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top20__CNN__seed46,HIKARI-2021,46,top20,balanced,CNN,DL,20,601290,601290,34388,,20.0,200,31.14880061149597,0.23021316528320312,0.9083387851715088,31.379013776779175,2026-09-01T22:09:44.967309+00:00,gpu1.nitsri.ac.in,0.9939813401187447,0.9963256943833121,0.8265827762485254,0.9988120693751484,0.9045723507261969,0.9132738182488682,0.9963256943833121,0.950732515416697,0.9058000106266553,0.9993738085657241,0.9793489839869438,142284,882,5,4204,147375,0.028559796437659032,1.1102230246251565e-16
HIKARI-2021__balanced__top20__DT__seed42,HIKARI-2021,42,top20,balanced,DT,ML,20,601290,601290,34388,,,200,9.532360315322876,0.0038144588470458984,1.0329596996307373,9.536174774169922,2026-09-01T20:07:35.359292+00:00,gpu1.nitsri.ac.in,0.9950941475826972,0.9956301493277735,0.8557142857142858,0.9961986220004752,0.9206279503787463,0.9278009926553531,0.9956301493277735,0.9590484005694832,0.9209366316361671,0.9973430467799987,0.9506055771184223,142459,707,16,4193,147375,0.028559796437659032,1.1102230246251565e-16
